epoch,acc,loss,val_acc,val_loss
0,0.32146713574244323,1.7903210513747645,0.3736416914999302,1.717566572713068
1,0.4226549165808356,1.5313336406864755,0.4543048309047563,1.4633772727231789
2,0.4697481626012473,1.4129443147421723,0.47004737757098614,1.4405892476269249
3,0.4921104880007977,1.3459958776194763,0.46099193056219634,1.479014804226072
4,0.5173987251394964,1.2915205049881837,0.4853719814731637,1.368667386686048
5,0.5240516911093944,1.2611373979916845,0.5337141386896795,1.2621703464511909
6,0.53871608206901,1.2273559423236913,0.5022290449420301,1.2976325481619366
7,0.5485039534661467,1.2073490416112127,0.5512677749785483,1.2154265698029922
8,0.5566198753045808,1.1821170226006785,0.5404012381976513,1.2634531573378698
9,0.5616008917069526,1.1638503044998347,0.541794383713099,1.214601906101064
10,0.5723988993003901,1.148677580807292,0.5370576886305007,1.2749761154630717
11,0.5739663520160856,1.1353486128048387,0.5550292688397254,1.2010319103276905
12,0.579609181793835,1.1217087609561376,0.566313749136168,1.177149580124694
13,0.5826047580908357,1.1195096506993223,0.5508498311308507,1.2199762102940988
14,0.5872026193897246,1.100406299180432,0.5767623421627853,1.149521752945948
15,0.5924971263366888,1.0877705887082005,0.5721649615092509,1.1481911973344248
16,0.5936117593827445,1.083640184417082,0.5798272623943399,1.1895068046551507
17,0.5999860670911286,1.0748318773422327,0.5884647662342675,1.1566888747675053
18,0.5980354592657217,1.0705593127438489,0.5639454012160083,1.1689550925132357
19,0.604862586646341,1.061658213777126,0.5834494415565797,1.1193423783606424
20,0.6073008464249853,1.0526445605894454,0.5888827099470283,1.1233844786143363
21,0.6042704378423108,1.0524043512425747,0.5774589149101294,1.1398995060989554
22,0.6115155526183151,1.0452335245403577,0.6036500548417105,1.0626475144484915
23,0.6118638754439099,1.0364860055040443,0.598077471783464,1.090385230267968
24,0.6154516005439027,1.0361718060334253,0.592365574574331,1.0917238854266254
25,0.6163920721766418,1.0230927993737275,0.5856784749231189,1.1415195972247396
26,0.6177505311943852,1.0181816692735803,0.5814990378370289,1.142310152870885
27,0.6180291894569372,1.0167742076494455,0.6057397731148821,1.0768965087580868
28,0.6176808666292662,1.0122852097081974,0.6139593329929349,1.062777267735245
29,0.6255181302041103,1.0030786856542315,0.6011423923886895,1.097822803272182
30,0.6201539586909891,1.011339959285157,0.5863750476081845,1.1178411321969344
31,0.6252394719446726,1.0039276042956702,0.6028141672189736,1.072509505753565
32,0.6253788010769866,0.9965047109188915,0.5983561010983004,1.0833137902249803
33,0.630464314328594,0.9902646727599156,0.6107550982368228,1.0505269113819091
34,0.629523842697931,0.9903184329584361,0.6057397733930593,1.0751642959499117
35,0.6304643143306702,0.990968293196779,0.620089174680854,1.052721626967333
36,0.6315092828053782,0.986198683057261,0.6029534818452525,1.089284619668851
37,0.6324497544365603,0.9811966438818976,0.6146559060828106,1.068635394515438
38,0.6334598906287089,0.9812220235496085,0.6010030781776003,1.0860859628992015
39,0.6320317670427323,0.9775636687564926,0.61326276027673,1.0633478394791787
40,0.6397993660524575,0.9703242412044144,0.6022569090044907,1.0905699430344438
41,0.636768957469783,0.9722824985029522,0.5983561008907056,1.0715021624196892
42,0.6395207077961339,0.9658743824271674,0.6177208266029222,1.045415867130148
43,0.641749973875788,0.9598336476765023,0.6230147804314461,1.0168767748263037
44,0.6409139990964369,0.9609064980316255,0.6196712303432325,1.0354314431481688
45,0.6413319864871505,0.9602570557462256,0.6095012668930212,1.0442482437082123
46,0.6441534013744681,0.9520326647714802,0.6035107401303177,1.0797685962948844
47,0.6449197115907765,0.9551576892314126,0.6117303000519654,1.079276810458574
48,0.6438050785509495,0.9495400528207859,0.6146559060911144,1.0484699633093921
49,0.6471141453920236,0.9471256736573964,0.6216216351526566,1.031272222141858
50,0.6465219965874744,0.9487776451027959,0.6053218298484503,1.0718226515277742
51,0.648089449303689,0.9415782904100914,0.6139593330344538,1.0648401466837398
52,0.6448152147451743,0.9486655037689369,0.6167456245428176,1.0527026932094923
53,0.6501793862551813,0.9362751760372211,0.6231540949746871,1.0516744856814773
54,0.652547981473378,0.9320200036289492,0.6184173997986712,1.0461553074227474
55,0.6511895224494061,0.9347819087470793,0.6186960287398368,1.0414339570127744
56,0.6683966700343064,0.8942750958822676,0.6398718436304391,0.9897941126796687
57,0.6770002438264969,0.8719633032799,0.642100876882801,0.9861618543957669
58,0.676617088721976,0.8713017755397838,0.6407077311078596,0.9855086405912825
59,0.6765474241537428,0.8633391141783519,0.6402897874573772,0.9862395289820336
60,0.680866627192156,0.8584499891065306,0.6426581351907016,0.9870151284045166
61,0.6842801908829846,0.8620174332994864,0.6407077313465938,0.9844365861442269
62,0.6835138806646,0.8541868607679992,0.6397325293155526,0.9826426692068261
63,0.6826779058842106,0.8540441205938465,0.6455837411385089,0.9802361197736427
64,0.6836880420794735,0.8551905135665926,0.647534145335528,0.9806611379896549
65,0.6864049601191127,0.8499547327908898,0.6464196285640307,0.9753854611157274
66,0.6819812602340591,0.8532511463562744,0.6432153933221465,0.9768517435029851
67,0.6835487129492356,0.8472940639715558,0.6451657973530898,0.9769256862451826
68,0.6868229475077502,0.8483686022754497,0.6457230558582056,0.9856606334308772
69,0.6851858302284929,0.8520605592104147,0.6393145852395006,0.9859212202249122
70,0.6866139538144695,0.8483283850436566,0.6440512807269089,0.9819013574688705
71,0.6881117419666032,0.8403195186117076,0.6409863602047213,0.9861692203804082
72,0.689052213595709,0.8421885103860317,0.6443299098549098,0.9799001852372715
73,0.6892263750085064,0.84335559797767,0.6461409992699538,0.9783997720439069
74,0.6849420042505766,0.8385334910799657,0.6468375724532472,0.9808418172014336
75,0.6879375805538057,0.83732376179105,0.646976886799273,0.9809982400168513
76,0.6872757671851757,0.8369562831321619,0.6469768869030704,0.9836364221902122
77,0.6878330837040512,0.8390597780600225,0.6486486618163925,0.9856381339230439
78,0.6906893308760044,0.8325107534866256,0.650599065795437,0.9786733711290431
79,0.6923961127214187,0.8313953126169031,0.6505990658784749,0.9767842886854751
80,0.6939635654334809,0.8244133858958267,0.6501811220826761,0.9769395232298193
81,0.6904455048960119,0.8359760321242553,0.6497631784010545,0.9781900558280235
82,0.6860914695760774,0.8355878448136702,0.649763178338776,0.9765464045147846
83,0.6929882615249298,0.829936896668004,0.6497631783283963,0.9776823245078184
84,0.6930579260858964,0.8331211262779212,0.6510170093732612,0.9775743342138875
85,0.691908460765586,0.8296474572520898,0.6505990656397408,0.9782101589491953
86,0.6899578529381031,0.8343455786438686,0.6501811219892584,0.9767466697672693
87,0.6939983977170784,0.825066219876314,0.6510170094147802,0.9773007167586795
88,0.6950085339102652,0.8261361035513709,0.65004180734222,0.976912523297799
89,0.6919432930460694,0.8277428678893392,0.650181121968499,0.9762908115180655
90,0.693301752065889,0.8292400242040023,0.6500418074356377,0.9767440010399855
91,0.6919432930481455,0.8288605652378164,0.6508776948404,0.9772142610777617
92,0.6923264481526664,0.8255332640219002,0.6505990657435383,0.9767325169908433
93,0.6932669197822914,0.8268064948524144,0.6511563239580211,0.9765811315614406
94,0.6916298025051102,0.8302035494040718,0.650181121968499,0.9769000104166864
95,0.690828660003128,0.8332480398264669,0.6507383802452603,0.9764623129156497
96,0.6908983245713612,0.8298886386224305,0.6508776948196405,0.97649788005523
97,0.6948692047810653,0.8291858601787712,0.6503204365117399,0.9757976053792783
98,0.690898324569285,0.827800198679928,0.6503204365221197,0.9759924654555905
99,0.6939983977170784,0.8264328499436441,0.6512956385531609,0.9759642378452779
