epoch,acc,loss,val_acc,val_loss
100,0.6913163119620749,0.8265614268996423,0.6503204365324994,0.9762944910700199
101,0.6912814796764012,0.8306926533763048,0.6507383802452603,0.9756417408539878
102,0.6960186701034519,0.8258807951763982,0.6511563239268819,0.9759152460569299
103,0.6917342993496745,0.8268885196050451,0.6496238636294591,0.9765832828076005
104,0.6933714166310079,0.82953622277916,0.651852896798783,0.9760903849544906
105,0.6898533560909437,0.8273577266005356,0.6504597511068796,0.9759056235869371
106,0.6928837646751752,0.8262519663730308,0.6501811219062205,0.9763737823606559
107,0.6942422236939567,0.8270127714321802,0.6501811219996382,0.9765037062286492
108,0.694172559131952,0.8254045587069496,0.6496238635983199,0.976244308508042
109,0.6912814796764012,0.8297458702155368,0.6497631782349785,0.9764950943918207
110,0.6911769828287228,0.8277338844402161,0.6490666053526978,0.9757062151844362
111,0.6925702741342161,0.8302339347844139,0.6511563239268819,0.9752176700097109
112,0.6917342993527886,0.8257801770030354,0.6510170093732612,0.9760233862452701
113,0.6925702741321399,0.8298165847911427,0.649902492798979,0.9773301867232055
114,0.6899578529401792,0.8279608478584427,0.6494845490446991,0.9767115261311251
115,0.6929185969556585,0.8272126220596709,0.6508776948196405,0.976344192878043
116,0.6911769828287228,0.8303535625293398,0.6503204364806007,0.9759170263756547
117,0.689714026964339,0.8320052759924496,0.6497631782245988,0.9763395586350762
118,0.6865094569657529,0.8322332845452878,0.6510170093836409,0.9757539158524553
119,0.6917342993507125,0.8302215268741544,0.6504597510653606,0.9755674404039975
120,0.6928489323926157,0.8256598021269982,0.6515742676188834,0.9752993074511213
121,0.6923961127193425,0.8308600285587326,0.6507383801829818,0.9756551779044741
122,0.693023093804375,0.8261025548998584,0.6503204364598412,0.9759967566599385
123,0.6905500017416142,0.829588117700472,0.6500418073629795,0.975855318188468
124,0.6935804103253266,0.8243710841333327,0.6497631781934595,0.9756054587773283
125,0.6933365843484484,0.8266831919493282,0.6504597510446012,0.9761374254624561
126,0.6933017520679651,0.8248933642306436,0.650320436470221,0.9762442502807893
127,0.6933365843484484,0.822245187391752,0.6505990656812598,0.976726169000681
128,0.6919781253286288,0.8241780411944236,0.6508776948092607,0.9762186768925865
129,0.6942073914124353,0.8248021490579945,0.6503204365324994,0.97660744408035
130,0.6923264481542236,0.8307194803703574,0.650738380214121,0.975554681130067
131,0.6899578529422553,0.8277064983596198,0.6501811219996382,0.975960714347592
132,0.6928489323926157,0.8254934425301519,0.6505990655878421,0.9764048790574223
133,0.6912814796758822,0.827545296735178,0.6497631782038393,0.9760286661342936
134,0.6918736284830266,0.8271214047392282,0.6497631781934595,0.9773099328959286
135,0.6908634922888017,0.8317507868081517,0.6505990656189814,0.9766883888980179
136,0.689714026964339,0.8283010542801735,0.6505990656501206,0.9761846724572737
137,0.6912466473948798,0.8301936059628598,0.6500418073733593,0.9762420930008838
138,0.6877285868584488,0.8293014711968107,0.6507383801933616,0.9752939674431367
139,0.6899926852248148,0.832869974594554,0.6501811219996382,0.9766575023360647
140,0.6923612804388593,0.8261009811848457,0.6511563238957427,0.9762509730290315
141,0.693301752065889,0.8252000457823033,0.65018112192698,0.9760412144560059
142,0.6958793409773663,0.8260875684414676,0.6500418073525998,0.9762161854217564
143,0.6931275906551677,0.8273418300963772,0.65004180734222,0.9768733316910494
144,0.6933017520679651,0.8278799710563077,0.6505990656605003,0.9757460008545834
145,0.6911421505472014,0.8296008644804419,0.6505990655670826,0.9762578555542377
146,0.6906196663077712,0.8280014498940771,0.6497631782245988,0.9757859872103435
147,0.6904803371806475,0.8295727624776591,0.6503204364909804,0.9771623222022942
148,0.6943118882621899,0.8301310458752656,0.6499024927782195,0.9767183674663912
149,0.6931624229346129,0.8285361129648198,0.6504597510446012,0.9762447393442486
150,0.6956006827137763,0.8268709633765522,0.6504597511068796,0.9757421277261031
151,0.6972377999951097,0.8235163606671879,0.6505990657020193,0.9768835433039219
152,0.6951478630436173,0.8280464585574262,0.6510170093940207,0.9755517246492786
153,0.6926747709818944,0.8257765430879093,0.6497631782038393,0.9756961250488274
154,0.6903061757636978,0.8293375259673335,0.6514349530756424,0.9761485853137728
155,0.6926051064131422,0.8247965488643447,0.6505990657227788,0.9764471149461811
156,0.692361280436783,0.8268052697671677,0.6501811219581192,0.9764981565482688
157,0.6929185969556585,0.8267704498834705,0.6504597510446012,0.9759919427892655
158,0.6932669197833294,0.8243432737052028,0.6497631782349785,0.9767806518544732
159,0.6956703472799333,0.8261090136545156,0.6504597510549809,0.9760789758870656
160,0.6912118151143966,0.8259693392205294,0.6499024928508778,0.9767549853200002
161,0.6909679891364802,0.8287856640156843,0.6508776948196405,0.9753395329982325
